,train_loss,train_rmse,train_mape,valid_loss,valid_rmse,valid_mape
150,13.929786,22.98422,0.099817,14.595286,23.72277,0.105009
151,13.915997,22.965937,0.099609,14.553419,23.696303,0.101714
152,13.939774,22.996477,0.099049,14.613168,23.782316,0.101778
153,13.955956,23.014443,0.098822,14.547335,23.737041,0.100766
154,13.918956,22.958253,0.100202,14.573886,23.782652,0.100906
155,13.915437,22.965261,0.099635,14.574506,23.70511,0.100402
156,13.907627,22.972558,0.096128,14.492648,23.641031,0.101024
157,13.932642,22.984517,0.097447,14.600036,23.809554,0.103583
158,13.852549,22.866469,0.101132,14.533493,23.720113,0.101206
159,13.905152,22.965413,0.095345,14.582274,23.744127,0.104647
160,13.846815,22.871583,0.099037,14.623391,23.784725,0.104288
161,13.836417,22.843788,0.099704,14.544525,23.699426,0.101648
162,13.824116,22.843356,0.097898,14.607913,23.806104,0.100778
163,13.854695,22.888446,0.096385,14.627989,23.759796,0.100019
164,13.819766,22.856811,0.09555,14.499389,23.731294,0.100911
165,13.797103,22.811172,0.099282,14.513707,23.646735,0.099431
166,13.860405,22.898317,0.095733,14.588596,23.743523,0.101475
167,13.820254,22.818214,0.099485,14.598572,23.786342,0.100478
168,13.760222,22.760571,0.097974,14.524956,23.730708,0.104757
169,13.74672,22.736805,0.099335,14.702424,23.763102,0.112909
170,13.806138,22.800468,0.097212,14.546504,23.723763,0.104787
171,13.736796,22.720773,0.100282,14.538542,23.72075,0.10565
172,13.74501,22.743912,0.09738,14.555563,23.735584,0.104533
173,13.758705,22.737883,0.098751,14.530915,23.636683,0.104075
174,13.775407,22.781822,0.095568,14.545689,23.7404,0.100099
175,13.803707,22.805173,0.095798,14.596783,23.694127,0.10428
176,13.752047,22.770804,0.094004,14.521119,23.724859,0.099552
177,13.730141,22.734017,0.095059,14.498949,23.679797,0.10062
178,13.676542,22.645166,0.099631,14.440242,23.60363,0.103478
179,13.686631,22.684532,0.094072,14.465831,23.706314,0.101733
180,13.689253,22.663029,0.096981,14.556536,23.717402,0.104701
181,13.68948,22.651675,0.097788,14.584492,23.795557,0.105154
182,13.642131,22.609667,0.09672,14.413412,23.585398,0.100849
183,13.681342,22.641606,0.096719,14.588711,23.857381,0.10436
184,13.650509,22.605387,0.095992,14.675501,23.841429,0.110716
185,13.632026,22.607847,0.094846,14.490849,23.718881,0.101685
186,13.705454,22.664233,0.09659,14.654548,23.886158,0.102898
187,13.627876,22.590954,0.095135,14.552442,23.859145,0.100111
188,13.618459,22.59731,0.093533,14.637933,23.850294,0.10197
189,13.641927,22.584563,0.09763,14.504885,23.695469,0.106239
190,13.595572,22.515305,0.098595,14.646296,23.798171,0.109556
191,13.609243,22.544211,0.096966,14.571468,23.76496,0.102836
192,13.638256,22.594005,0.094598,14.478539,23.647616,0.100194
193,13.610945,22.542909,0.096135,14.558028,23.780374,0.10162
194,13.615566,22.578461,0.0943,14.440242,23.682346,0.099873
195,13.603359,22.547378,0.094817,14.41256,23.597701,0.09985
196,13.563108,22.51816,0.093362,14.478503,23.647601,0.101997
197,13.581497,22.524302,0.095443,14.437716,23.672249,0.10199
198,13.5719,22.506157,0.095964,14.418939,23.656943,0.099973
199,13.552654,22.48022,0.096,14.377337,23.629385,0.104179
200,13.529768,22.430176,0.097607,14.4733,23.72926,0.102343
201,13.523348,22.433431,0.095726,14.44242,23.601849,0.106072
202,13.518801,22.429846,0.096605,14.470886,23.681557,0.102772
203,13.479264,22.385985,0.096032,14.443231,23.637948,0.102983
204,13.514788,22.432293,0.094325,14.413586,23.629102,0.100674
205,13.54339,22.468305,0.094687,14.585182,23.771657,0.105528
206,13.556544,22.465515,0.095564,14.468172,23.746565,0.102465
207,13.544587,22.486954,0.093097,14.400056,23.581478,0.102732
208,13.547212,22.453978,0.095148,14.465543,23.677766,0.100892
209,13.454846,22.34188,0.095925,14.465482,23.663722,0.111778
210,13.460138,22.351476,0.096116,14.419796,23.617635,0.106811
211,13.448473,22.325339,0.096074,14.361,23.59162,0.099508
212,13.480655,22.38518,0.093668,14.443266,23.686006,0.102864
213,13.506568,22.402488,0.095223,14.471965,23.628166,0.106658
214,13.4714,22.353951,0.095359,14.471412,23.712556,0.102857
215,13.458514,22.348602,0.093912,14.377772,23.68773,0.100594
216,13.546658,22.467549,0.093496,14.431741,23.592106,0.104403
217,13.507289,22.398858,0.095753,14.617095,23.813417,0.113363
218,13.37041,22.233272,0.097363,14.489175,23.638739,0.107025
219,13.438105,22.305275,0.09566,14.391889,23.639649,0.104516
220,13.370994,22.235382,0.095023,14.395902,23.608434,0.100032
221,13.455283,22.340452,0.092657,14.434617,23.620063,0.099628
222,13.42789,22.303704,0.094011,14.49222,23.69901,0.103546
223,13.403849,22.258704,0.09576,14.404777,23.643254,0.103511
224,13.40292,22.265824,0.095527,14.588989,23.781266,0.110226
